relative_path,source_revision,content_sha256,classification,subsystem,source_review_status,reviewed_symbols_or_ranges,test_evidence,runtime_validation_status,issue_references,remaining_review
"gui_catalog_test.go","WORKTREE on 433cedac0a0f8a4e9dc67e3a1722b52c39c7cc6e","","bounded catalog correction or evidence","GUI disposable catalog R1-R3","AUTHOR_ADDRESSED_PENDING_FOCUSED_RECHECK","Failure adoption; exact native ID transport; bounded stop lines","reviews/GUI-DISPOSABLE-CATALOG-REVIEW-FOLLOWUP-2026-09-20.md","Go 18 top pass/25 sub pass/1 scale skip; Node and browser runs separately recorded","R1; R2; R3","ONE targeted recheck; no reviewer closure or publication. Full working-byte identities external."
"scripts/gui-preview/catalog-adapter.mjs","WORKTREE on 433cedac0a0f8a4e9dc67e3a1722b52c39c7cc6e","","bounded catalog correction or evidence","GUI disposable catalog R1-R3","AUTHOR_ADDRESSED_PENDING_FOCUSED_RECHECK","Failure adoption; exact native ID transport; bounded stop lines","reviews/GUI-DISPOSABLE-CATALOG-REVIEW-FOLLOWUP-2026-09-20.md","Go 18 top pass/25 sub pass/1 scale skip; Node and browser runs separately recorded","R1; R2; R3","ONE targeted recheck; no reviewer closure or publication. Full working-byte identities external."
"scripts/gui-preview/catalog-ui.mjs","WORKTREE on 433cedac0a0f8a4e9dc67e3a1722b52c39c7cc6e","","bounded catalog correction or evidence","GUI disposable catalog R1-R3","AUTHOR_ADDRESSED_PENDING_FOCUSED_RECHECK","Failure adoption; exact native ID transport; bounded stop lines","reviews/GUI-DISPOSABLE-CATALOG-REVIEW-FOLLOWUP-2026-09-20.md","Go 18 top pass/25 sub pass/1 scale skip; Node and browser runs separately recorded","R1; R2; R3","ONE targeted recheck; no reviewer closure or publication. Full working-byte identities external."
"scripts/gui-preview/server.mjs","WORKTREE on 433cedac0a0f8a4e9dc67e3a1722b52c39c7cc6e","","bounded catalog correction or evidence","GUI disposable catalog R1-R3","AUTHOR_ADDRESSED_PENDING_FOCUSED_RECHECK","Failure adoption; exact native ID transport; bounded stop lines","reviews/GUI-DISPOSABLE-CATALOG-REVIEW-FOLLOWUP-2026-09-20.md","Go 18 top pass/25 sub pass/1 scale skip; Node and browser runs separately recorded","R1; R2; R3","ONE targeted recheck; no reviewer closure or publication. Full working-byte identities external."
"scripts/gui-preview/catalog.test.mjs","WORKTREE on 433cedac0a0f8a4e9dc67e3a1722b52c39c7cc6e","","bounded catalog correction or evidence","GUI disposable catalog R1-R3","AUTHOR_ADDRESSED_PENDING_FOCUSED_RECHECK","Failure adoption; exact native ID transport; bounded stop lines","reviews/GUI-DISPOSABLE-CATALOG-REVIEW-FOLLOWUP-2026-09-20.md","Go 18 top pass/25 sub pass/1 scale skip; Node and browser runs separately recorded","R1; R2; R3","ONE targeted recheck; no reviewer closure or publication. Full working-byte identities external."
"scripts/gui-preview/catalog-browser-checks.mjs","WORKTREE on 433cedac0a0f8a4e9dc67e3a1722b52c39c7cc6e","","bounded catalog correction or evidence","GUI disposable catalog R1-R3","AUTHOR_ADDRESSED_PENDING_FOCUSED_RECHECK","Failure adoption; exact native ID transport; bounded stop lines","reviews/GUI-DISPOSABLE-CATALOG-REVIEW-FOLLOWUP-2026-09-20.md","Go 18 top pass/25 sub pass/1 scale skip; Node and browser runs separately recorded","R1; R2; R3","ONE targeted recheck; no reviewer closure or publication. Full working-byte identities external."
"scripts/gui-preview/README.md","WORKTREE on 433cedac0a0f8a4e9dc67e3a1722b52c39c7cc6e","","bounded catalog correction or evidence","GUI disposable catalog R1-R3","AUTHOR_ADDRESSED_PENDING_FOCUSED_RECHECK","Failure adoption; exact native ID transport; bounded stop lines","reviews/GUI-DISPOSABLE-CATALOG-REVIEW-FOLLOWUP-2026-09-20.md","Go 18 top pass/25 sub pass/1 scale skip; Node and browser runs separately recorded","R1; R2; R3","ONE targeted recheck; no reviewer closure or publication. Full working-byte identities external."
"scripts/gui-preview/catalog-protocol.mjs","WORKTREE on 433cedac0a0f8a4e9dc67e3a1722b52c39c7cc6e","","bounded catalog correction or evidence","GUI disposable catalog R1-R3","AUTHOR_ADDRESSED_PENDING_FOCUSED_RECHECK","Failure adoption; exact native ID transport; bounded stop lines","reviews/GUI-DISPOSABLE-CATALOG-REVIEW-FOLLOWUP-2026-09-20.md","Go 18 top pass/25 sub pass/1 scale skip; Node and browser runs separately recorded","R1; R2; R3","ONE targeted recheck; no reviewer closure or publication. Full working-byte identities external."
"scripts/gui-preview/stop-command.mjs","WORKTREE on 433cedac0a0f8a4e9dc67e3a1722b52c39c7cc6e","","bounded catalog correction or evidence","GUI disposable catalog R1-R3","AUTHOR_ADDRESSED_PENDING_FOCUSED_RECHECK","Failure adoption; exact native ID transport; bounded stop lines","reviews/GUI-DISPOSABLE-CATALOG-REVIEW-FOLLOWUP-2026-09-20.md","Go 18 top pass/25 sub pass/1 scale skip; Node and browser runs separately recorded","R1; R2; R3","ONE targeted recheck; no reviewer closure or publication. Full working-byte identities external."
"scripts/gui-preview/stop-command.test.mjs","WORKTREE on 433cedac0a0f8a4e9dc67e3a1722b52c39c7cc6e","","bounded catalog correction or evidence","GUI disposable catalog R1-R3","AUTHOR_ADDRESSED_PENDING_FOCUSED_RECHECK","Failure adoption; exact native ID transport; bounded stop lines","reviews/GUI-DISPOSABLE-CATALOG-REVIEW-FOLLOWUP-2026-09-20.md","Go 18 top pass/25 sub pass/1 scale skip; Node and browser runs separately recorded","R1; R2; R3","ONE targeted recheck; no reviewer closure or publication. Full working-byte identities external."
"scripts/gui-preview/catalog-correction.test.mjs","WORKTREE on 433cedac0a0f8a4e9dc67e3a1722b52c39c7cc6e","","bounded catalog correction or evidence","GUI disposable catalog R1-R3","AUTHOR_ADDRESSED_PENDING_FOCUSED_RECHECK","Failure adoption; exact native ID transport; bounded stop lines","reviews/GUI-DISPOSABLE-CATALOG-REVIEW-FOLLOWUP-2026-09-20.md","Go 18 top pass/25 sub pass/1 scale skip; Node and browser runs separately recorded","R1; R2; R3","ONE targeted recheck; no reviewer closure or publication. Full working-byte identities external."
"scripts/gui-preview/catalog-correction-browser-checks.mjs","WORKTREE on 433cedac0a0f8a4e9dc67e3a1722b52c39c7cc6e","","bounded catalog correction or evidence","GUI disposable catalog R1-R3","AUTHOR_ADDRESSED_PENDING_FOCUSED_RECHECK","Failure adoption; exact native ID transport; bounded stop lines","reviews/GUI-DISPOSABLE-CATALOG-REVIEW-FOLLOWUP-2026-09-20.md","Go 18 top pass/25 sub pass/1 scale skip; Node and browser runs separately recorded","R1; R2; R3","ONE targeted recheck; no reviewer closure or publication. Full working-byte identities external."
"scripts/gui-preview/testdata/reader-double.go","WORKTREE on 433cedac0a0f8a4e9dc67e3a1722b52c39c7cc6e","","bounded catalog correction or evidence","GUI disposable catalog R1-R3","AUTHOR_ADDRESSED_PENDING_FOCUSED_RECHECK","Failure adoption; exact native ID transport; bounded stop lines","reviews/GUI-DISPOSABLE-CATALOG-REVIEW-FOLLOWUP-2026-09-20.md","Go 18 top pass/25 sub pass/1 scale skip; Node and browser runs separately recorded","R1; R2; R3","ONE targeted recheck; no reviewer closure or publication. Full working-byte identities external."
"scripts/gui-preview/testdata/signal-launcher.mjs","WORKTREE on 433cedac0a0f8a4e9dc67e3a1722b52c39c7cc6e","","bounded catalog correction or evidence","GUI disposable catalog R1-R3","AUTHOR_ADDRESSED_PENDING_FOCUSED_RECHECK","Failure adoption; exact native ID transport; bounded stop lines","reviews/GUI-DISPOSABLE-CATALOG-REVIEW-FOLLOWUP-2026-09-20.md","Go 18 top pass/25 sub pass/1 scale skip; Node and browser runs separately recorded","R1; R2; R3","ONE targeted recheck; no reviewer closure or publication. Full working-byte identities external."
"docs/development/CODEX_HANDOFF.md","WORKTREE on 433cedac0a0f8a4e9dc67e3a1722b52c39c7cc6e","","bounded catalog correction or evidence","GUI disposable catalog R1-R3","AUTHOR_ADDRESSED_PENDING_FOCUSED_RECHECK","Failure adoption; exact native ID transport; bounded stop lines","reviews/GUI-DISPOSABLE-CATALOG-REVIEW-FOLLOWUP-2026-09-20.md","Go 18 top pass/25 sub pass/1 scale skip; Node and browser runs separately recorded","R1; R2; R3","ONE targeted recheck; no reviewer closure or publication. Full working-byte identities external."
"docs/development/NEXT_ACTIONS.md","WORKTREE on 433cedac0a0f8a4e9dc67e3a1722b52c39c7cc6e","","bounded catalog correction or evidence","GUI disposable catalog R1-R3","AUTHOR_ADDRESSED_PENDING_FOCUSED_RECHECK","Failure adoption; exact native ID transport; bounded stop lines","reviews/GUI-DISPOSABLE-CATALOG-REVIEW-FOLLOWUP-2026-09-20.md","Go 18 top pass/25 sub pass/1 scale skip; Node and browser runs separately recorded","R1; R2; R3","ONE targeted recheck; no reviewer closure or publication. Full working-byte identities external."
"docs/development/OB_STATUS.md","WORKTREE on 433cedac0a0f8a4e9dc67e3a1722b52c39c7cc6e","","bounded catalog correction or evidence","GUI disposable catalog R1-R3","AUTHOR_ADDRESSED_PENDING_FOCUSED_RECHECK","Failure adoption; exact native ID transport; bounded stop lines","reviews/GUI-DISPOSABLE-CATALOG-REVIEW-FOLLOWUP-2026-09-20.md","Go 18 top pass/25 sub pass/1 scale skip; Node and browser runs separately recorded","R1; R2; R3","ONE targeted recheck; no reviewer closure or publication. Full working-byte identities external."
"docs/development/REVIEW_COVERAGE.csv","WORKTREE on 433cedac0a0f8a4e9dc67e3a1722b52c39c7cc6e","","bounded catalog correction or evidence","GUI disposable catalog R1-R3","AUTHOR_ADDRESSED_PENDING_FOCUSED_RECHECK","Failure adoption; exact native ID transport; bounded stop lines","reviews/GUI-DISPOSABLE-CATALOG-REVIEW-FOLLOWUP-2026-09-20.md","Go 18 top pass/25 sub pass/1 scale skip; Node and browser runs separately recorded","R1; R2; R3","ONE targeted recheck; no reviewer closure or publication. Full working-byte identities external."
"docs/development/reviews/GUI-DISPOSABLE-CATALOG-REVIEW-FOLLOWUP-2026-09-20.md","WORKTREE on 433cedac0a0f8a4e9dc67e3a1722b52c39c7cc6e","","bounded catalog correction or evidence","GUI disposable catalog R1-R3","AUTHOR_ADDRESSED_PENDING_FOCUSED_RECHECK","Failure adoption; exact native ID transport; bounded stop lines","reviews/GUI-DISPOSABLE-CATALOG-REVIEW-FOLLOWUP-2026-09-20.md","Go 18 top pass/25 sub pass/1 scale skip; Node and browser runs separately recorded","R1; R2; R3","ONE targeted recheck; no reviewer closure or publication. Full working-byte identities external."
"main.go","d254d7bc2893482aad949416544762d2b2c7ff4b","572037965a98d188fc31c1232310ece022bf01cbe277fc8f09246d93383d5c13","accepted bounded catalog preview or evidence","GUI disposable catalog","OWNER_ACCEPTED_PUBLICATION_PENDING_LIVE_VERIFICATION","R1 failure state; R2 exact native identity; R3 bounded pipe stop","reviews/GUI-DISPOSABLE-CATALOG-FOCUSED-RECHECK-2026-09-20.md","Closing reviewer: Go 18 top pass/25 sub pass/1 skip; Node 5/7/4/8; browser 16 sessions. Publication: no runtime rerun.","R1 CLOSED; R2 CLOSED; R3 CLOSED","Owner submitted Prompt 13 on 2026-09-20. Scope Windows synthetic subset; no production/scale/ACL/interactive-console qualification. Final live tip in external publication receipt. Choose and separately authorize next milestone after publication."
"store.go","d254d7bc2893482aad949416544762d2b2c7ff4b","1e4cd839ce3fc9762ecefa17b8088bc7f7cf185b4b9f6d7243e022f9f5b9e550","accepted bounded catalog preview or evidence","GUI disposable catalog","OWNER_ACCEPTED_PUBLICATION_PENDING_LIVE_VERIFICATION","R1 failure state; R2 exact native identity; R3 bounded pipe stop","reviews/GUI-DISPOSABLE-CATALOG-FOCUSED-RECHECK-2026-09-20.md","Closing reviewer: Go 18 top pass/25 sub pass/1 skip; Node 5/7/4/8; browser 16 sessions. Publication: no runtime rerun.","R1 CLOSED; R2 CLOSED; R3 CLOSED","Owner submitted Prompt 13 on 2026-09-20. Scope Windows synthetic subset; no production/scale/ACL/interactive-console qualification. Final live tip in external publication receipt. Choose and separately authorize next milestone after publication."
"gui_catalog.go","d254d7bc2893482aad949416544762d2b2c7ff4b","8997a9e15a1253fa769987cac3189b188ebff5be194d4b6480de0a002c348d46","accepted bounded catalog preview or evidence","GUI disposable catalog","OWNER_ACCEPTED_PUBLICATION_PENDING_LIVE_VERIFICATION","R1 failure state; R2 exact native identity; R3 bounded pipe stop","reviews/GUI-DISPOSABLE-CATALOG-FOCUSED-RECHECK-2026-09-20.md","Closing reviewer: Go 18 top pass/25 sub pass/1 skip; Node 5/7/4/8; browser 16 sessions. Publication: no runtime rerun.","R1 CLOSED; R2 CLOSED; R3 CLOSED","Owner submitted Prompt 13 on 2026-09-20. Scope Windows synthetic subset; no production/scale/ACL/interactive-console qualification. Final live tip in external publication receipt. Choose and separately authorize next milestone after publication."
"gui_catalog_test.go","d254d7bc2893482aad949416544762d2b2c7ff4b","03a613f75ba3eee4f341976373e9caab478f07047e05d9cf5d2b3aa728699e63","accepted bounded catalog preview or evidence","GUI disposable catalog","OWNER_ACCEPTED_PUBLICATION_PENDING_LIVE_VERIFICATION","R1 failure state; R2 exact native identity; R3 bounded pipe stop","reviews/GUI-DISPOSABLE-CATALOG-FOCUSED-RECHECK-2026-09-20.md","Closing reviewer: Go 18 top pass/25 sub pass/1 skip; Node 5/7/4/8; browser 16 sessions. Publication: no runtime rerun.","R1 CLOSED; R2 CLOSED; R3 CLOSED","Owner submitted Prompt 13 on 2026-09-20. Scope Windows synthetic subset; no production/scale/ACL/interactive-console qualification. Final live tip in external publication receipt. Choose and separately authorize next milestone after publication."
"scripts/gui-preview/README.md","d254d7bc2893482aad949416544762d2b2c7ff4b","12b0fe9d0889075d9c4198b1c7acf640069035e6b50699d91bf0d47bb0693edf","accepted bounded catalog preview or evidence","GUI disposable catalog","OWNER_ACCEPTED_PUBLICATION_PENDING_LIVE_VERIFICATION","R1 failure state; R2 exact native identity; R3 bounded pipe stop","reviews/GUI-DISPOSABLE-CATALOG-FOCUSED-RECHECK-2026-09-20.md","Closing reviewer: Go 18 top pass/25 sub pass/1 skip; Node 5/7/4/8; browser 16 sessions. Publication: no runtime rerun.","R1 CLOSED; R2 CLOSED; R3 CLOSED","Owner submitted Prompt 13 on 2026-09-20. Scope Windows synthetic subset; no production/scale/ACL/interactive-console qualification. Final live tip in external publication receipt. Choose and separately authorize next milestone after publication."
"scripts/gui-preview/app.mjs","d254d7bc2893482aad949416544762d2b2c7ff4b","82abcbaf623c8ffc9fb207f1050701a747032ec1a89bf1c98f8763cce9694db2","accepted bounded catalog preview or evidence","GUI disposable catalog","OWNER_ACCEPTED_PUBLICATION_PENDING_LIVE_VERIFICATION","R1 failure state; R2 exact native identity; R3 bounded pipe stop","reviews/GUI-DISPOSABLE-CATALOG-FOCUSED-RECHECK-2026-09-20.md","Closing reviewer: Go 18 top pass/25 sub pass/1 skip; Node 5/7/4/8; browser 16 sessions. Publication: no runtime rerun.","R1 CLOSED; R2 CLOSED; R3 CLOSED","Owner submitted Prompt 13 on 2026-09-20. Scope Windows synthetic subset; no production/scale/ACL/interactive-console qualification. Final live tip in external publication receipt. Choose and separately authorize next milestone after publication."
